STATE,COUNTY,YEAR,POP
Illinois,Peoria County,2002,182685
Illinois,Peoria County,2003,182338
Illinois,Peoria County,2004,182613
Illinois,Peoria County,2005,182868
Illinois,Peoria County,2006,183446
Illinois,Peoria County,2007,184048
Illinois,Peoria County,2008,184803
Illinois,Peoria County,2009,186930
Illinois,Peoria County,2010,186494
Illinois,Peoria County,2011,186754
Illinois,Peoria County,2012,187317
Illinois,Peoria County,2013,188643
Illinois,Peoria County,2014,187512
Illinois,Peoria County,2015,186481
Illinois,Peoria County,2016,185043
Illinois,Peoria County,2017,182525
Illinois,Peoria County,2018,180620
Illinois,Peoria County,2019,179179
Illinois,Perry County,2000,23055
Illinois,Perry County,2001,23006
Illinois,Perry County,2002,22708
Illinois,Perry County,2003,22631
Illinois,Perry County,2004,22630
Illinois,Perry County,2005,22608
Illinois,Perry County,2006,22692
Illinois,Perry County,2007,22596
Illinois,Perry County,2008,22434
Illinois,Perry County,2009,22374
Illinois,Perry County,2010,22350
Illinois,Perry County,2011,22263
Illinois,Perry County,2012,21846
Illinois,Perry County,2013,21714
Illinois,Perry County,2014,21541
Illinois,Perry County,2015,21521
Illinois,Perry County,2016,21391
Illinois,Perry County,2017,21281
Illinois,Perry County,2018,21144
Illinois,Perry County,2019,20916
Illinois,Piatt County,2000,16387
Illinois,Piatt County,2001,16357
Illinois,Piatt County,2002,16216
Illinois,Piatt County,2003,16375
Illinois,Piatt County,2004,16463
Illinois,Piatt County,2005,16649
Illinois,Piatt County,2006,16682
Illinois,Piatt County,2007,16664
Illinois,Piatt County,2008,16716
Illinois,Piatt County,2009,16774
Illinois,Piatt County,2010,16729
Illinois,Piatt County,2011,16679
Illinois,Piatt County,2012,16501
Illinois,Piatt County,2013,16429
Illinois,Piatt County,2014,16409
Illinois,Piatt County,2015,16350
Illinois,Piatt County,2016,16524
Illinois,Piatt County,2017,16422
Illinois,Piatt County,2018,16366
Illinois,Piatt County,2019,16344
Illinois,Pike County,2000,17320
Illinois,Pike County,2001,17178
Illinois,Pike County,2002,17031
Illinois,Pike County,2003,16866
Illinois,Pike County,2004,16910
Illinois,Pike County,2005,16862
Illinois,Pike County,2006,16632
Illinois,Pike County,2007,16772
Illinois,Pike County,2008,16615
Illinois,Pike County,2009,16473
Illinois,Pike County,2010,16430
Illinois,Pike County,2011,16348
Illinois,Pike County,2012,16234
Illinois,Pike County,2013,16071
Illinois,Pike County,2014,15956
Illinois,Pike County,2015,15795
Illinois,Pike County,2016,15742
Illinois,Pike County,2017,15668
Illinois,Pike County,2018,15595
Illinois,Pike County,2019,15561
Illinois,Pope County,2000,4411
Illinois,Pope County,2001,4376
Illinois,Pope County,2002,4334
Illinois,Pope County,2003,4393
Illinois,Pope County,2004,4424
Illinois,Pope County,2005,4346
Illinois,Pope County,2006,4397
Illinois,Pope County,2007,4439
Illinois,Pope County,2008,4393
Illinois,Pope County,2009,4431
Illinois,Pope County,2010,4470
Illinois,Pope County,2011,4498
Illinois,Pope County,2012,4459
Illinois,Pope County,2013,4457
Illinois,Pope County,2014,4375
Illinois,Pope County,2015,4291
Illinois,Pope County,2016,4182
Illinois,Pope County,2017,4183
Illinois,Pope County,2018,4184
Illinois,Pope County,2019,4177
Illinois,Pulaski County,2000,7294
Illinois,Pulaski County,2001,7118
Illinois,Pulaski County,2002,7001
Illinois,Pulaski County,2003,6859
Illinois,Pulaski County,2004,6733
Illinois,Pulaski County,2005,6575
Illinois,Pulaski County,2006,6434
Illinois,Pulaski County,2007,6359
Illinois,Pulaski County,2008,6198
Illinois,Pulaski County,2009,6164
Illinois,Pulaski County,2010,6161
Illinois,Pulaski County,2011,5986
Illinois,Pulaski County,2012,5962
Illinois,Pulaski County,2013,5893
Illinois,Pulaski County,2014,5797
Illinois,Pulaski County,2015,5657
Illinois,Pulaski County,2016,5604
Illinois,Pulaski County,2017,5520
Illinois,Pulaski County,2018,5434
Illinois,Pulaski County,2019,5335
Illinois,Putnam County,2000,6065
Illinois,Putnam County,2001,6052
Illinois,Putnam County,2002,6061
Illinois,Putnam County,2003,6074
Illinois,Putnam County,2004,6015
Illinois,Putnam County,2005,5977
Illinois,Putnam County,2006,5931
Illinois,Putnam County,2007,5987
Illinois,Putnam County,2008,5989
Illinois,Putnam County,2009,5997
Illinois,Putnam County,2010,6006
Illinois,Putnam County,2011,5976
Illinois,Putnam County,2012,5910
Illinois,Putnam County,2013,5855
Illinois,Putnam County,2014,5832
Illinois,Putnam County,2015,5727
Illinois,Putnam County,2016,5710
Illinois,Putnam County,2017,5694
Illinois,Putnam County,2018,5736
Illinois,Putnam County,2019,5739
Illinois,Randolph County,2000,33910
Illinois,Randolph County,2001,34127
Illinois,Randolph County,2002,33512
Illinois,Randolph County,2003,33410
Illinois,Randolph County,2004,33714
Illinois,Randolph County,2005,33588
Illinois,Randolph County,2006,33688
Illinois,Randolph County,2007,33598
Illinois,Randolph County,2008,33584
Illinois,Randolph County,2009,33528
Illinois,Randolph County,2010,33476
Illinois,Randolph County,2011,33425
Illinois,Randolph County,2012,33075
Illinois,Randolph County,2013,33175
Illinois,Randolph County,2014,33138
Illinois,Randolph County,2015,32806
Illinois,Randolph County,2016,32414
Illinois,Randolph County,2017,32297
Illinois,Randolph County,2018,32177
Illinois,Randolph County,2019,31782
Illinois,Richland County,2000,16259
Illinois,Richland County,2001,16162
Illinois,Richland County,2002,16326
Illinois,Richland County,2003,16305
Illinois,Richland County,2004,16270
Illinois,Richland County,2005,16258
Illinois,Richland County,2006,16171
Illinois,Richland County,2007,16153
Illinois,Richland County,2008,16061
Illinois,Richland County,2009,16229
Illinois,Richland County,2010,16233
Illinois,Richland County,2011,16190
Illinois,Richland County,2012,16134
Illinois,Richland County,2013,16008
Illinois,Richland County,2014,16020
Illinois,Richland County,2015,15957
Illinois,Richland County,2016,15829
Illinois,Richland County,2017,15837
Illinois,Richland County,2018,15695
Illinois,Richland County,2019,15513
Illinois,Rock Island County,2000,149134
Illinois,Rock Island County,2001,148734
Illinois,Rock Island County,2002,148286
Illinois,Rock Island County,2003,147384
Illinois,Rock Island County,2004,147291
Illinois,Rock Island County,2005,147067
Illinois,Rock Island County,2006,147131
Illinois,Rock Island County,2007,147918
Illinois,Rock Island County,2008,147501
Illinois,Rock Island County,2009,147552
Illinois,Rock Island County,2010,147546
Illinois,Rock Island County,2011,147457
Illinois,Rock Island County,2012,147672
Illinois,Rock Island County,2013,147650
Illinois,Rock Island County,2014,147035
Illinois,Rock Island County,2015,146094
Illinois,Rock Island County,2016,144943
Illinois,Rock Island County,2017,143828
Illinois,Rock Island County,2018,142621
Illinois,Rock Island County,2019,141879
Illinois,Saline County,2000,26603
Illinois,Saline County,2001,26249
Illinois,Saline County,2002,26060
Illinois,Saline County,2003,25832
Illinois,Saline County,2004,25763
Illinois,Saline County,2005,25526
Illinois,Saline County,2006,25482
Illinois,Saline County,2007,25390
Illinois,Saline County,2008,25140
Illinois,Saline County,2009,24911
Illinois,Saline County,2010,24913
Illinois,Saline County,2011,24907
Illinois,Saline County,2012,24914
Illinois,Saline County,2013,24803
Illinois,Saline County,2014,24496
Illinois,Saline County,2015,24495
Illinois,Saline County,2016,24230
Illinois,Saline County,2017,23963
Illinois,Saline County,2018,23789
Illinois,Saline County,2019,23491
Illinois,Sangamon County,2000,189152
Illinois,Sangamon County,2001,189924
Illinois,Sangamon County,2002,190756
Illinois,Sangamon County,2003,191339
Illinois,Sangamon County,2004,191885
Illinois,Sangamon County,2005,192432
Illinois,Sangamon County,2006,193317
Illinois,Sangamon County,2007,194025
Illinois,Sangamon County,2008,195094
Illinois,Sangamon County,2009,196180
Illinois,Sangamon County,2010,197465
Illinois,Sangamon County,2011,199038
Illinois,Sangamon County,2012,199404
Illinois,Sangamon County,2013,199141
Illinois,Sangamon County,2014,199184
Illinois,Sangamon County,2015,198898
Illinois,Sangamon County,2016,198026
Illinois,Sangamon County,2017,197072
Illinois,Sangamon County,2018,195639
Illinois,Sangamon County,2019,194672
Illinois,Schuyler County,2000,7199
Illinois,Schuyler County,2001,7123
Illinois,Schuyler County,2002,7175
Illinois,Schuyler County,2003,7236
Illinois,Schuyler County,2004,7374
Illinois,Schuyler County,2005,7508
Illinois,Schuyler County,2006,7513
Illinois,Schuyler County,2007,7545
Illinois,Schuyler County,2008,7543
Illinois,Schuyler County,2009,7489
Illinois,Schuyler County,2010,7544
Illinois,Schuyler County,2011,7464
Illinois,Schuyler County,2012,7456
Illinois,Schuyler County,2013,7392
Illinois,Schuyler County,2014,7261
Illinois,Schuyler County,2015,7151
Illinois,Schuyler County,2016,7030
Illinois,Schuyler County,2017,6948
Illinois,Schuyler County,2018,6870
Illinois,Schuyler County,2019,6768
Illinois,Scott County,2000,5549
Illinois,Scott County,2001,5541
Illinois,Scott County,2002,5505
Illinois,Scott County,2003,5507
Illinois,Scott County,2004,5467
Illinois,Scott County,2005,5457
Illinois,Scott County,2006,5392
Illinois,Scott County,2007,5388
Illinois,Scott County,2008,5373
Illinois,Scott County,2009,5373
Illinois,Scott County,2010,5355
Illinois,Scott County,2011,5229
Illinois,Scott County,2012,5287
Illinois,Scott County,2013,5211
Illinois,Scott County,2014,5170
Illinois,Scott County,2015,5110
Illinois,Scott County,2016,5052
Illinois,Scott County,2017,4983
Illinois,Scott County,2018,4927
Illinois,Scott County,2019,4951
Illinois,Shelby County,2000,22850
Illinois,Shelby County,2001,22702
Illinois,Shelby County,2002,22656
Illinois,Shelby County,2003,22625
Illinois,Shelby County,2004,22484
Illinois,Shelby County,2005,22445
Illinois,Shelby County,2006,22379
Illinois,Shelby County,2007,22314
Illinois,Shelby County,2008,22398
Illinois,Shelby County,2009,22386
Illinois,Shelby County,2010,22363
Illinois,Shelby County,2011,22278
Illinois,Shelby County,2012,22203
Illinois,Shelby County,2013,22137
Illinois,Shelby County,2014,22102
Illinois,Shelby County,2015,21819
Illinois,Shelby County,2016,21733
Illinois,Shelby County,2017,21774
Illinois,Shelby County,2018,21726
Illinois,Shelby County,2019,21634
Illinois,St. Clair County,2000,256462
Illinois,St. Clair County,2001,256540
Illinois,St. Clair County,2002,257952
Illinois,St. Clair County,2003,258448
Illinois,St. Clair County,2004,260214
Illinois,St. Clair County,2005,261255
Illinois,St. Clair County,2006,263445
Illinois,St. Clair County,2007,264764
Illinois,St. Clair County,2008,266518
Illinois,St. Clair County,2009,268489
Illinois,St. Clair County,2010,270056
Illinois,St. Clair County,2011,270048
Illinois,St. Clair County,2012,268673
Illinois,St. Clair County,2013,266831
Illinois,St. Clair County,2014,265941
Illinois,St. Clair County,2015,264858
Illinois,St. Clair County,2016,263187
Illinois,St. Clair County,2017,262600
Illinois,St. Clair County,2018,261360
Illinois,St. Clair County,2019,259686
Illinois,Stark County,2000,6317
Illinois,Stark County,2001,6308
Illinois,Stark County,2002,6268
Illinois,Stark County,2003,6196
Illinois,Stark County,2004,6172
Illinois,Stark County,2005,6136
Illinois,Stark County,2006,6156
Illinois,Stark County,2007,6143
Illinois,Stark County,2008,6109
Illinois,Stark County,2009,6043
Illinois,Stark County,2010,5994
Illinois,Stark County,2011,5842
Illinois,Stark County,2012,5739
Illinois,Stark County,2013,5705
Illinois,Stark County,2014,5601
Illinois,Stark County,2015,5505
Illinois,Stark County,2016,5512
Illinois,Stark County,2017,5457
Illinois,Stark County,2018,5418
Illinois,Stark County,2019,5342
Illinois,Stephenson County,2000,48920
Illinois,Stephenson County,2001,48625
Illinois,Stephenson County,2002,48367
Illinois,Stephenson County,2003,48503
Illinois,Stephenson County,2004,48479
Illinois,Stephenson County,2005,48105
Illinois,Stephenson County,2006,47917
Illinois,Stephenson County,2007,47794
Illinois,Stephenson County,2008,47805
Illinois,Stephenson County,2009,47792
Illinois,Stephenson County,2010,47711
Illinois,Stephenson County,2011,47323
Illinois,Stephenson County,2012,46886
Illinois,Stephenson County,2013,46671
Illinois,Stephenson County,2014,46269
Illinois,Stephenson County,2015,45668
Illinois,Stephenson County,2016,45503
Illinois,Stephenson County,2017,44997
Illinois,Stephenson County,2018,44797
Illinois,Stephenson County,2019,44498
Illinois,Tazewell County,2000,128520
Illinois,Tazewell County,2001,128468
Illinois,Tazewell County,2002,128722
Illinois,Tazewell County,2003,128770
Illinois,Tazewell County,2004,129656
Illinois,Tazewell County,2005,130784
Illinois,Tazewell County,2006,131804
Illinois,Tazewell County,2007,133131
Illinois,Tazewell County,2008,133893
Illinois,Tazewell County,2009,135054
Illinois,Tazewell County,2010,135394
Illinois,Tazewell County,2011,135850
Illinois,Tazewell County,2012,136127
Illinois,Tazewell County,2013,136266
Illinois,Tazewell County,2014,135353
Illinois,Tazewell County,2015,134302
Illinois,Tazewell County,2016,133932
Illinois,Tazewell County,2017,133489
Illinois,Tazewell County,2018,132450
Illinois,Tazewell County,2019,131803
Illinois,Union County,2000,18267
Illinois,Union County,2001,18116
Illinois,Union County,2002,18092
Illinois,Union County,2003,18116
Illinois,Union County,2004,18048
Illinois,Union County,2005,18071
Illinois,Union County,2006,18082
Illinois,Union County,2007,18066
Illinois,Union County,2008,17965
Illinois,Union County,2009,17909
Illinois,Union County,2010,17808
Illinois,Union County,2011,17692
Illinois,Union County,2012,17608
Illinois,Union County,2013,17539
Illinois,Union County,2014,17402
Illinois,Union County,2015,17284
Illinois,Union County,2016,17105
Illinois,Union County,2017,16968
Illinois,Union County,2018,16832
Illinois,Union County,2019,16653
Illinois,Vermilion County,2000,83821
Illinois,Vermilion County,2001,83646
Illinois,Vermilion County,2002,83299
Illinois,Vermilion County,2003,82996
Illinois,Vermilion County,2004,82955
Illinois,Vermilion County,2005,82728
Illinois,Vermilion County,2006,82715
Illinois,Vermilion County,2007,82258
Illinois,Vermilion County,2008,81930
Illinois,Vermilion County,2009,81710
Illinois,Vermilion County,2010,81625
Illinois,Vermilion County,2011,81414
Illinois,Vermilion County,2012,80862
Illinois,Vermilion County,2013,80585
Illinois,Vermilion County,2014,79783
Illinois,Vermilion County,2015,79170
Illinois,Vermilion County,2016,78494
Illinois,Vermilion County,2017,77689
Illinois,Vermilion County,2018,76702
Illinois,Vermilion County,2019,75758
Illinois,Wabash County,2000,12895
Illinois,Wabash County,2001,12755
Illinois,Wabash County,2002,12640
Illinois,Wabash County,2003,12561
Illinois,Wabash County,2004,12486
Illinois,Wabash County,2005,12451
Illinois,Wabash County,2006,12354
Illinois,Wabash County,2007,12237
Illinois,Wabash County,2008,12158
Illinois,Wabash County,2009,12040
Illinois,Wabash County,2010,11947
Illinois,Wabash County,2011,11794
Illinois,Wabash County,2012,11686
Illinois,Wabash County,2013,11671
Illinois,Wabash County,2014,11599
Illinois,Wabash County,2015,11624
Illinois,Wabash County,2016,11542
Illinois,Wabash County,2017,11523
Illinois,Wabash County,2018,11523
Illinois,Wabash County,2019,11520
Illinois,Warren County,2000,18680
Illinois,Warren County,2001,18471
Illinois,Warren County,2002,18388
Illinois,Warren County,2003,18227
Illinois,Warren County,2004,17894
Illinois,Warren County,2005,17874
Illinois,Warren County,2006,17839
Illinois,Warren County,2007,17828
Illinois,Warren County,2008,17665
Illinois,Warren County,2009,17689
Illinois,Warren County,2010,17707
Illinois,Warren County,2011,17836
Illinois,Warren County,2012,17749
Illinois,Warren County,2013,17662
Illinois,Warren County,2014,17712
Illinois,Warren County,2015,17455
Illinois,Warren County,2016,17294
Illinois,Warren County,2017,17144
Illinois,Warren County,2018,16992
Illinois,Warren County,2019,16844
Illinois,Washington County,2000,15162
Illinois,Washington County,2001,15258
Illinois,Washington County,2002,15129
Illinois,Washington County,2003,15189
Illinois,Washington County,2004,15106
Illinois,Washington County,2005,14950
Illinois,Washington County,2006,15008
Illinois,Washington County,2007,14890
Illinois,Washington County,2008,14855
Illinois,Washington County,2009,14755
Illinois,Washington County,2010,14716
Illinois,Washington County,2011,14576
Illinois,Washington County,2012,14599
Illinois,Washington County,2013,14414
